Year,Sex,Teaching level,Qualified teachers,Value
2014,,State funded special,Part-time FTE,90
2014,,State funded special,Total regular FTE,89.67
2014,,Centrally employed,,60
2014,,Centrally employed,Full-time,71.43
2014,,Centrally employed,Part-time,37.5
2014,,Centrally employed,Part-time FTE,50
2014,,Centrally employed,Total regular FTE,63.64
2014,,Centrally employed,,87.5
2014,,Centrally employed,Full-time,95
2014,,Centrally employed,Part-time,82.14
2014,,Centrally employed,Part-time FTE,87.5
2014,,Centrally employed,Total regular FTE,89.19
2014,,Centrally employed,,79.37
2014,,Centrally employed,Full-time,88.89
2014,,Centrally employed,Part-time,72.22
2014,,Centrally employed,Part-time FTE,80
2014,,Centrally employed,Total regular FTE,85.11
2014,,Total state funded schools,,93.87
2014,,Total state funded schools,Full-time,95.15
2014,,Total state funded schools,Part-time,79.25
2014,,Total state funded schools,Part-time FTE,86.21
2014,,Total state funded schools,Total regular FTE,94.64
2014,,Total state funded schools,,95.59
2014,,Total state funded schools,Full-time,95.85
2014,,Total state funded schools,Part-time,94.77
2014,,Total state funded schools,Part-time FTE,95.83
2014,,Total state funded schools,Total regular FTE,95.88
2014,,Total state funded schools,,95.17
2014,,Total state funded schools,Full-time,95.65
2014,,Total state funded schools,Part-time,93.36
2014,,Total state funded schools,Part-time FTE,94.8
2014,,Total state funded schools,Total regular FTE,95.56
2013,Male,Nursery,,100
2013,Male,Nursery,Full-time,100
2013,Male,Nursery,Total regular FTE,100
2013,Female,Nursery,,100
2013,Female,Nursery,Full-time,100
2013,Female,Nursery,Part-time,100
2013,Female,Nursery,Part-time FTE,100
2013,Female,Nursery,Total regular FTE,100
2013,,Nursery,,100
2013,,Nursery,Full-time,100
2013,,Nursery,Part-time,80
2013,,Nursery,Part-time FTE,100
2013,,Nursery,Total regular FTE,92.86
2013,Male,Primary,,96.5
2013,Male,Primary,Full-time,97.25
2013,Male,Primary,Part-time,90.32
2013,Male,Primary,Part-time FTE,93.33
2013,Male,Primary,Total regular FTE,97.4
2013,Female,Primary,,97.95
2013,Female,Primary,Full-time,98.21
2013,Female,Primary,Part-time,97.38
2013,Female,Primary,Part-time FTE,97.66
2013,Female,Primary,Total regular FTE,98.17
2013,,Primary,,97.76
2013,,Primary,Full-time,98.05
2013,,Primary,Part-time,97.01
2013,,Primary,Part-time FTE,97.45
2013,,Primary,Total regular FTE,98
2013,Male,State funded Primary,,96.6
2013,Male,State funded Primary,Full-time,97.23
2013,Male,State funded Primary,Part-time,88.57
2013,Male,State funded Primary,Part-time FTE,88.24
2013,Male,State funded Primary,Total regular FTE,97.06
2013,Female,State funded Primary,,97.81
2013,Female,State funded Primary,Full-time,98.08
2013,Female,State funded Primary,Part-time,97.19
2013,Female,State funded Primary,Part-time FTE,97.6
2013,Female,State funded Primary,Total regular FTE,98.05
2013,,State funded Primary,,97.65
2013,,State funded Primary,Full-time,97.94
2013,,State funded Primary,Part-time,96.89
2013,,State funded Primary,Part-time FTE,97.71
2013,,State funded Primary,Total regular FTE,97.86
2013,Male,LA maintained secondary,,95.76
2013,Male,LA maintained secondary,Full-time,96.89
2013,Male,LA maintained secondary,Part-time,87.5
2013,Male,LA maintained secondary,Part-time FTE,94.12
2013,Male,LA maintained secondary,Total regular FTE,96.46
2013,Female,LA maintained secondary,,95.66
2013,Female,LA maintained secondary,Full-time,96.19
2013,Female,LA maintained secondary,Part-time,93.33
2013,Female,LA maintained secondary,Part-time FTE,95.45
2013,Female,LA maintained secondary,Total regular FTE,96.25
2013,,LA maintained secondary,,95.7
2013,,LA maintained secondary,Full-time,96.47
2013,,LA maintained secondary,Part-time,92.31
2013,,LA maintained secondary,Part-time FTE,95.24
2013,,LA maintained secondary,Total regular FTE,96.33
2013,Male,State funded secondary,,94.92
2013,Male,State funded secondary,Full-time,95.84
2013,Male,State funded secondary,Part-time,84.42
2013,Male,State funded secondary,Part-time FTE,90.24
2013,Male,State funded secondary,Total regular FTE,95.56
2013,Female,State funded secondary,,94.63
2013,Female,State funded secondary,Full-time,95.33
2013,Female,State funded secondary,Part-time,92.46
2013,Female,State funded secondary,Part-time FTE,94.74
2013,Female,State funded secondary,Total regular FTE,95.23
2013,,State funded secondary,,94.7
2013,,State funded secondary,Full-time,95.54
2013,,State funded secondary,Part-time,91.26
2013,,State funded secondary,Part-time FTE,94
2013,,State funded secondary,Total regular FTE,95.36
2013,Male,LA maintained special/PRU,,90.57
2013,Male,LA maintained special/PRU,Full-time,91.11
2013,Male,LA maintained special/PRU,Part-time,87.5
2013,Male,LA maintained special/PRU,Part-time FTE,75
2013,Male,LA maintained special/PRU,Total regular FTE,91.84
2013,Female,LA maintained special/PRU,,93.29
2013,Female,LA maintained special/PRU,Full-time,94.34
2013,Female,LA maintained special/PRU,Part-time,92.86
2013,Female,LA maintained special/PRU,Part-time FTE,91.67
2013,Female,LA maintained special/PRU,Total regular FTE,93.85
2013,,LA maintained special/PRU,,92.57
2013,,LA maintained special/PRU,Full-time,93.38
2013,,LA maintained special/PRU,Part-time,92
2013,,LA maintained special/PRU,Part-time FTE,92.86
2013,,LA maintained special/PRU,Total regular FTE,92.74
2013,Male,Special academies/alternative provision,,87.5
2013,Male,Special academies/alternative provision,Full-time,85.71
2013,Male,Special academies/alternative provision,Part-time,100
2013,Male,Special academies/alternative provision,Total regular FTE,75
2013,Female,Special academies/alternative provision,,78.95
2013,Female,Special academies/alternative provision,Full-time,78.57
2013,Female,Special academies/alternative provision,Part-time,80
2013,Female,Special academies/alternative provision,Part-time FTE,66.67
2013,Female,Special academies/alternative provision,Total regular FTE,82.35
2013,,Special academies/alternative provision,,81.48
2013,,Special academies/alternative provision,Full-time,80.95
2013,,Special academies/alternative provision,Part-time,83.33
2013,,Special academies/alternative provision,Part-time FTE,100
2013,,Special academies/alternative provision,Total regular FTE,83.33
2013,Male,State funded special,,88.52
2013,Male,State funded special,Full-time,90.38
2013,Male,State funded special,Part-time,77.78
2013,Male,State funded special,Part-time FTE,100
2013,Male,State funded special,Total regular FTE,89.47
2013,Female,State funded special,,92.22
2013,Female,State funded special,Full-time,92.5
2013,Female,State funded special,Part-time,91.49
2013,Female,State funded special,Part-time FTE,92.31
2013,Female,State funded special,Total regular FTE,91.84
2013,,State funded special,,90.83
2013,,State funded special,Full-time,91.33
2013,,State funded special,Part-time,89.29
2013,,State funded special,Part-time FTE,90.32
2013,,State funded special,Total regular FTE,91.63
2013,Male,Centrally employed,,72.41
2013,Male,Centrally employed,Full-time,75
2013,Male,Centrally employed,Part-time,64.71
2013,Male,Centrally employed,Part-time FTE,60
2013,Male,Centrally employed,Total regular FTE,75
2013,Female,Centrally employed,,90.76
2013,Female,Centrally employed,Full-time,92.31
2013,Female,Centrally employed,Part-time,90
2013,Female,Centrally employed,Part-time FTE,89.47
2013,Female,Centrally employed,Total regular FTE,89.66
2013,,Centrally employed,,86.49
2013,,Centrally employed,Full-time,90
2013,,Centrally employed,Part-time,86.6
2013,,Centrally employed,Part-time FTE,83.33
2013,,Centrally employed,Total regular FTE,85.33
2013,Male,Total state funded schools,,94.45
2013,Male,Total state funded schools,Full-time,95.81
2013,Male,Total state funded schools,Part-time,83.33
2013,Male,Total state funded schools,Part-time FTE,88.06
2013,Male,Total state funded schools,Total regular FTE,95.29
2013,Female,Total state funded schools,,96.16
2013,Female,Total state funded schools,Full-time,96.59
2013,Female,Total state funded schools,Part-time,95.02
2013,Female,Total state funded schools,Part-time FTE,96.26
2013,Female,Total state funded schools,Total regular FTE,96.54
2013,,Total state funded schools,,95.72
2013,,Total state funded schools,Full-time,96.34
2013,,Total state funded schools,Part-time,93.82
2013,,Total state funded schools,Part-time FTE,95.42
2013,,Total state funded schools,Total regular FTE,96.21
2012,Male,Nursery,,98.46
2012,Male,Nursery,Total regular FTE,98.44
2012,Female,Nursery,,97.08
2012,Female,Nursery,Full-time,96.92
2012,Female,Nursery,Part-time,97.44
2012,Female,Nursery,Part-time FTE,97.44
2012,Female,Nursery,Total regular FTE,97.01
2012,,Nursery,,97.14
2012,,Nursery,Full-time,97.06
2012,,Nursery,Part-time,97.33
2012,,Nursery,Part-time FTE,97.19
2012,,Nursery,Total regular FTE,97.09
2012,Male,Primary,,96.56
2012,Male,Primary,Full-time,97.38
2012,Male,Primary,Part-time,90.03
2012,Male,Primary,Part-time FTE,93.77
2012,Male,Primary,Total regular FTE,97.18
2012,Female,Primary,,97.95
2012,Female,Primary,Full-time,98.18
2012,Female,Primary,Part-time,97.44
2012,Female,Primary,Part-time FTE,98.28
2012,Female,Primary,Total regular FTE,98.2
2012,,Primary,,97.77
2012,,Primary,Full-time,98.05
2012,,Primary,Part-time,97.05
2012,,Primary,Part-time FTE,98.07
2012,,Primary,Total regular FTE,98.05
2012,Male,State funded Primary,,96.4
2012,Male,State funded Primary,Full-time,97.23
2012,Male,State funded Primary,Part-time,89.75
2012,Male,State funded Primary,Part-time FTE,93.44
2012,Male,State funded Primary,Total regular FTE,97.03
2012,Female,State funded Primary,,98
2012,Female,State funded Primary,Full-time,98
2012,Female,State funded Primary,Part-time,97.4
2012,Female,State funded Primary,Part-time FTE,98.25
2012,Female,State funded Primary,Total regular FTE,98.1
2012,,State funded Primary,,97.66
2012,,State funded Primary,Full-time,97.92
2012,,State funded Primary,Part-time,97
2012,,State funded Primary,Part-time FTE,98.02
2012,,State funded Primary,Total regular FTE,98
2012,Male,LA maintained secondary,,96.35
2012,Male,LA maintained secondary,Full-time,97.33
2012,Male,LA maintained secondary,Part-time,86.72
2012,Male,LA maintained secondary,Part-time FTE,91.52
2012,Male,LA maintained secondary,Total regular FTE,97.04
2012,Female,LA maintained secondary,,95.93
2012,Female,LA maintained secondary,Full-time,96.7
2012,Female,LA maintained secondary,Part-time,93.45
2012,Female,LA maintained secondary,Part-time FTE,95.85
2012,Female,LA maintained secondary,Total regular FTE,96.57
2012,,LA maintained secondary,,96.07
2012,,LA maintained secondary,Full-time,96.94
2012,,LA maintained secondary,Part-time,92.2
2012,,LA maintained secondary,Part-time FTE,95.12
2012,,LA maintained secondary,Total regular FTE,96.74
2012,Male,State funded secondary,,95.73
2012,Male,State funded secondary,Full-time,96.77
2012,Male,State funded secondary,Part-time,85.72
2012,Male,State funded secondary,Part-time FTE,90.8
2012,Male,State funded secondary,Total regular FTE,96.47
2012,Female,State funded secondary,,95.39
2012,Female,State funded secondary,Full-time,96.18
2012,Female,State funded secondary,Part-time,92.88
2012,Female,State funded secondary,Part-time FTE,95.31
2012,Female,State funded secondary,Total regular FTE,96.05
2012,,State funded secondary,,95.5
2012,,State funded secondary,Full-time,96.4
2012,,State funded secondary,Part-time,91.54
2012,,State funded secondary,Part-time FTE,94.55
2012,,State funded secondary,Total regular FTE,96.19
2012,Male,LA maintained special/PRU,,91.61
2012,Male,LA maintained special/PRU,Full-time,93.19
2012,Male,LA maintained special/PRU,Part-time,80.99
2012,Male,LA maintained special/PRU,Part-time FTE,83.57
2012,Male,LA maintained special/PRU,Total regular FTE,92.52
2012,Female,LA maintained special/PRU,,93.97
2012,Female,LA maintained special/PRU,Full-time,94.48
2012,Female,LA maintained special/PRU,Part-time,92.57
2012,Female,LA maintained special/PRU,Part-time FTE,93.91
2012,Female,LA maintained special/PRU,Total regular FTE,94.39
2012,,LA maintained special/PRU,,93.39
2012,,LA maintained special/PRU,Full-time,94.12
2012,,LA maintained special/PRU,Part-time,90.96
2012,,LA maintained special/PRU,Part-time FTE,92.6
2012,,LA maintained special/PRU,Total regular FTE,93.91
2012,Male,Special academies/alternative provision,,86.21
2012,Male,Special academies/alternative provision,Full-time,87.96
2012,Male,Special academies/alternative provision,Total regular FTE,87.24
2012,Female,Special academies/alternative provision,,84.66
2012,Female,Special academies/alternative provision,Full-time,85.28
2012,Female,Special academies/alternative provision,Part-time,82.95
2012,Female,Special academies/alternative provision,Part-time FTE,87.11
2012,Female,Special academies/alternative provision,Total regular FTE,85.57
2012,,Special academies/alternative provision,,85.1
2012,,Special academies/alternative provision,Full-time,86.12
2012,,Special academies/alternative provision,Part-time,81.68
2012,,Special academies/alternative provision,Part-time FTE,85.68
2012,,Special academies/alternative provision,Total regular FTE,86.06
2012,Male,State funded special,,91.21
2012,Male,State funded special,Full-time,92.82
2012,Male,State funded special,Part-time,80.56
2012,Male,State funded special,Part-time FTE,83.21
2012,Male,State funded special,Total regular FTE,92.14
2012,Female,State funded special,,93.39
2012,Female,State funded special,Full-time,93.91
2012,Female,State funded special,Part-time,91.97
2012,Female,State funded special,Part-time FTE,93.53
2012,Female,State funded special,Total regular FTE,93.84
2012,,State funded special,,92.85
2012,,State funded special,Full-time,93.6
2012,,State funded special,Part-time,90.36
2012,,State funded special,Part-time FTE,92.19
2012,,State funded special,Total regular FTE,93.4
2012,Male,Centrally employed,,75.23
2012,Male,Centrally employed,Full-time,78.59
2012,Male,Centrally employed,Part-time,71.54
2012,Male,Centrally employed,Part-time FTE,68.97
2012,Male,Centrally employed,Total regular FTE,76.34
2012,Female,Centrally employed,,88.32
2012,Female,Centrally employed,Full-time,86.95
2012,Female,Centrally employed,Part-time,89.16
2012,Female,Centrally employed,Part-time FTE,89.33
2012,Female,Centrally employed,Total regular FTE,87.83
2012,,Centrally employed,,84.9
2012,,Centrally employed,Full-time,84.23
2012,,Centrally employed,Part-time,85.38
2012,,Centrally employed,Part-time FTE,85.25
2012,,Centrally employed,Total regular FTE,84.57
2012,Male,Total state funded schools,,95.1
2012,Male,Total state funded schools,Full-time,96.42
2012,Male,Total state funded schools,Part-time,84.64
2012,Male,Total state funded schools,Part-time FTE,89.02
2012,Male,Total state funded schools,Total regular FTE,96.01
2012,Female,Total state funded schools,,96.47
2012,Female,Total state funded schools,Full-time,96.96
2012,Female,Total state funded schools,Part-time,95.24
2012,Female,Total state funded schools,Part-time FTE,96.66
2012,Female,Total state funded schools,Total regular FTE,96.91
2012,,Total state funded schools,,96.12
2012,,Total state funded schools,Full-time,96.79
2012,,Total state funded schools,Part-time,94.03
2012,,Total state funded schools,Part-time FTE,95.87
2012,,Total state funded schools,Total regular FTE,96.66
