Year,Sex,Age,Offence,Value
2007,,Adult,Burglary,1.633445748
2007,,Adult,Theft and handling,1.263663912
2007,,Adult,Fraud and forgery,0.722093664
2007,,Adult,Motoring offences,0.176155914
2007,,Adult,Other offences,2.207044344
2007,,18 to 20,,22.35477233
2007,,18 to 20,Violence against the person,6.035556391
2007,,18 to 20,Sexual offences,0.777658227
2007,,18 to 20,Robbery,4.619522007
2007,,18 to 20,Drug offences,1.961555827
2007,,18 to 20,Offence not recorded,0.88211978
2007,,18 to 20,Burglary,2.797248251
2007,,18 to 20,Theft and handling,1.857094274
2007,,18 to 20,Fraud and forgery,0.266957302
2007,,18 to 20,Motoring offences,0.232136784
2007,,18 to 20,Other offences,2.913316643
2007,,15 to 17,,22.39365074
2007,,15 to 17,Violence against the person,6.174719874
2007,,15 to 17,Sexual offences,1.029119979
2007,,15 to 17,Robbery,6.133555074
2007,,15 to 17,Drug offences,2.058239958
2007,,15 to 17,Offence not recorded,0.864460782
2007,,15 to 17,Burglary,2.42872315
2007,,15 to 17,Theft and handling,1.523097569
2007,,15 to 17,Fraud and forgery,0.123494397
2007,,15 to 17,Motoring offences,0.205823996
2007,,15 to 17,Other offences,1.852415962
2007,Male,,,15.84206969
2007,Male,,Violence against the person,3.936329538
2007,Male,,Sexual offences,1.027156698
2007,Male,,Robbery,1.717671071
2007,Male,,Drug offences,2.182873653
2007,Male,,Offence not recorded,0.902572531
2007,Male,,Burglary,1.821049423
2007,Male,,Theft and handling,1.259095307
2007,Male,,Fraud and forgery,0.600389657
2007,Male,,Motoring offences,0.185550887
2007,Male,,Other offences,2.209380923
2007,Male,Adult,,14.81656638
2007,Male,Adult,Violence against the person,3.602404871
2007,Male,Adult,Sexual offences,1.052820936
2007,Male,Adult,Robbery,1.180762572
2007,Male,Adult,Drug offences,2.232042043
2007,Male,Adult,Offence not recorded,0.917171972
2007,Male,Adult,Burglary,1.660158342
2007,Male,Adult,Theft and handling,1.183845503
2007,Male,Adult,Fraud and forgery,0.659747234
2007,Male,Adult,Motoring offences,0.178809998
2007,Male,Adult,Other offences,2.14726144
2007,Male,18 to 20,,22.08200742
2007,Male,18 to 20,Violence against the person,5.933931509
2007,Male,18 to 20,Sexual offences,0.814699613
2007,Male,18 to 20,Robbery,4.645003763
2007,Male,18 to 20,Drug offences,1.848273749
2007,Male,18 to 20,Offence not recorded,0.839019004
2007,Male,18 to 20,Burglary,2.89400758
2007,Male,18 to 20,Theft and handling,1.78747527
2007,Male,18 to 20,Fraud and forgery,0.267513306
2007,Male,18 to 20,Motoring offences,0.243193914
2007,Male,18 to 20,Other offences,2.80888971
2007,Male,15 to 17,,22.30445367
2007,Male,15 to 17,Violence against the person,6.117793006
2007,Male,15 to 17,Sexual offences,1.062116841
2007,Male,15 to 17,Robbery,6.287731701
2007,Male,15 to 17,Drug offences,1.996779662
2007,Male,15 to 17,Offence not recorded,0.722239452
2007,Male,15 to 17,Burglary,2.506595746
2007,Male,15 to 17,Theft and handling,1.486963578
2007,Male,15 to 17,Fraud and forgery,0.127454021
2007,Male,15 to 17,Motoring offences,0.169938695
2007,Male,15 to 17,Other offences,1.826840967
2007,Female,,,20.80317534
2007,Female,,Violence against the person,3.735699276
2007,Female,,Sexual offences,0.210133084
2007,Female,,Robbery,1.307494747
2007,Female,,Drug offences,4.576231613
2007,Female,,Offence not recorded,2.031286481
2007,Female,,Burglary,1.144057903
2007,Female,,Theft and handling,2.661685734
2007,Female,,Fraud and forgery,1.611020313
2007,Female,,Motoring offences,0.140088723
2007,Female,,Other offences,3.385477469
2007,Female,Adult,,19.96949542
2007,Female,Adult,Violence against the person,3.197215802
2007,Female,Adult,Sexual offences,0.235860182
2007,Female,Adult,Robbery,0.995854102
2007,Female,Adult,Drug offences,4.638583581
2007,Female,Adult,Offence not recorded,1.991708204
2007,Female,Adult,Burglary,1.17930091
2007,Female,Adult,Theft and handling,2.62066869
2007,Female,Adult,Fraud and forgery,1.782054709
2007,Female,Adult,Motoring offences,0.131033434
2007,Female,Adult,Other offences,3.223422488
2007,Female,18 to 20,,27.82528783
2007,Female,18 to 20,Violence against the person,8.168891839
2007,Female,18 to 20,Robbery,4.084445919
2007,Female,18 to 20,Drug offences,4.339723789
2007,Female,18 to 20,Offence not recorded,1.78694509
2007,Female,18 to 20,Burglary,1.02111148
2007,Female,18 to 20,Theft and handling,3.06333444
2007,Female,18 to 20,Fraud and forgery,0.25527787
2007,Female,18 to 20,Other offences,5.105557399
2007,Female,15 to 17,,25.18223989
2007,Female,15 to 17,Violence against the person,7.952286282
2007,Female,15 to 17,Robbery,1.325381047
2007,Female,15 to 17,Drug offences,2.650762094
2007,Female,15 to 17,Offence not recorded,5.301524188
2007,Female,15 to 17,Theft and handling,2.650762094
2007,Female,15 to 17,Motoring offences,1.325381047
2007,Female,15 to 17,Other offences,2.650762094
2008,,,,16.15501118
2008,,,Violence against the person,4.140923624
2008,,,Sexual offences,1.10224295
2008,,,Robbery,1.676803616
2008,,,Drug offences,2.226122076
2008,,,Offence not recorded,0.895497271
2008,,,Burglary,1.829458855
2008,,,Theft and handling,1.266918287
2008,,,Fraud and forgery,0.573358656
2008,,,Motoring offences,0.156261269
2008,,,Other offences,2.287424574
2008,,Adult,,15.18328725
2008,,Adult,Violence against the person,3.812525098
2008,,Adult,Sexual offences,1.127471825
2008,,Adult,Robbery,1.180365565
2008,,Adult,Drug offences,2.25355171
2008,,Adult,Offence not recorded,0.936775973
2008,,Adult,Burglary,1.671720571
2008,,Adult,Theft and handling,1.231867365
2008,,Adult,Fraud and forgery,0.620805474
2008,,Adult,Motoring offences,0.154505398
2008,,Adult,Other offences,2.193698268
2008,,18 to 20,,21.97114856
2008,,18 to 20,Violence against the person,6.198152792
2008,,18 to 20,Sexual offences,0.804513434
2008,,18 to 20,Robbery,4.294515371
2008,,18 to 20,Drug offences,2.209579149
2008,,18 to 20,Offence not recorded,0.736526383
2008,,18 to 20,Burglary,2.674157329
2008,,18 to 20,Theft and handling,1.586364517
2008,,18 to 20,Fraud and forgery,0.317272903
2008,,18 to 20,Motoring offences,0.169967627
2008,,18 to 20,Other offences,3.002761407
2008,,15 to 17,,23.46962603
2008,,15 to 17,Violence against the person,6.332445472
2008,,15 to 17,Sexual offences,1.464378015
2008,,15 to 17,Robbery,6.649067745
2008,,15 to 17,Drug offences,1.5039558
2008,,15 to 17,Offence not recorded,0.277044489
2008,,15 to 17,Burglary,3.364111657
2008,,15 to 17,Theft and handling,1.147755742
2008,,15 to 17,Fraud and forgery,0.118733353
2008,,15 to 17,Motoring offences,0.118733353
2008,,15 to 17,Other offences,2.493400404
2008,Male,,,15.96919519
2008,Male,,Violence against the person,4.16830815
2008,Male,,Sexual offences,1.157722172
2008,Male,,Robbery,1.691468947
2008,Male,,Drug offences,2.170570219
2008,Male,,Offence not recorded,0.840015758
2008,Male,,Burglary,1.849051329
2008,Male,,Theft and handling,1.18186786
2008,Male,,Fraud and forgery,0.505788611
2008,Male,,Motoring offences,0.161394858
2008,Male,,Other offences,2.243007282
2008,Male,Adult,,14.9545781
2008,Male,Adult,Violence against the person,3.828230427
2008,Male,Adult,Sexual offences,1.184156022
2008,Male,Adult,Robbery,1.181206692
2008,Male,Adult,Drug offences,2.20314956
2008,Male,Adult,Offence not recorded,0.88184969
2008,Male,Adult,Burglary,1.679643473
2008,Male,Adult,Theft and handling,1.141390736
2008,Male,Adult,Fraud and forgery,0.544151397
2008,Male,Adult,Motoring offences,0.159263824
2008,Male,Adult,Other offences,2.150061619
2008,Male,18 to 20,,21.92258454
2008,Male,18 to 20,Violence against the person,6.234754541
2008,Male,18 to 20,Sexual offences,0.843176328
2008,Male,18 to 20,Robbery,4.322763148
2008,Male,18 to 20,Drug offences,2.102002959
2008,Male,18 to 20,Offence not recorded,0.68879193
2008,Male,18 to 20,Burglary,2.743291998
2008,Male,18 to 20,Theft and handling,1.520092536
2008,Male,18 to 20,Fraud and forgery,0.296893073
2008,Male,18 to 20,Motoring offences,0.178135844
2008,Male,18 to 20,Other offences,2.980806457
2008,Male,15 to 17,,23.61121288
2008,Male,15 to 17,Violence against the person,6.472729049
2008,Male,15 to 17,Sexual offences,1.506232546
2008,Male,15 to 17,Robbery,6.716982976
2008,Male,15 to 17,Drug offences,1.546941534
2008,Male,15 to 17,Offence not recorded,0.203544939
2008,Male,15 to 17,Burglary,3.460263957
2008,Male,15 to 17,Theft and handling,1.139851656
2008,Male,15 to 17,Fraud and forgery,0.122126963
2008,Male,15 to 17,Motoring offences,0.122126963
2008,Male,15 to 17,Other offences,2.279703313
2008,Female,,,19.40066593
2008,Female,,Violence against the person,3.662597114
2008,Female,,Sexual offences,0.13318535
2008,Female,,Robbery,1.420643729
2008,Female,,Drug offences,3.196448391
2008,Female,,Offence not recorded,1.864594895
2008,Female,,Burglary,1.487236404
2008,Female,,Theft and handling,2.752497225
2008,Female,,Fraud and forgery,1.753607103
2008,Female,,Motoring offences,0.066592675
2008,Female,,Other offences,3.063263041
2008,Female,Adult,,19.03164414
2008,Female,Adult,Violence against the person,3.548272636
2008,Female,Adult,Sexual offences,0.148878572
2008,Female,Adult,Robbery,1.166215482
2008,Female,Adult,Drug offences,3.10163692
2008,Female,Adult,Offence not recorded,1.885795247
2008,Female,Adult,Burglary,1.538411912
2008,Female,Adult,Theft and handling,2.77906668
2008,Female,Adult,Fraud and forgery,1.910608343
2008,Female,Adult,Motoring offences,0.074439286
2008,Female,Adult,Other offences,2.903132157
2008,Female,18 to 20,,22.98282466
2008,Female,18 to 20,Violence against the person,5.436797232
2008,Female,18 to 20,Robbery,3.459780057
2008,Female,18 to 20,Drug offences,4.448288645
2008,Female,18 to 20,Offence not recorded,1.482762882
2008,Female,18 to 20,Burglary,1.235635735
2008,Female,18 to 20,Theft and handling,2.718398616
2008,Female,18 to 20,Fraud and forgery,0.494254294
2008,Female,18 to 20,Other offences,3.459780057
2008,Female,15 to 17,,19.94017946
2008,Female,15 to 17,Violence against the person,1.424298533
2008,Female,15 to 17,Robbery,4.272895599
2008,Female,15 to 17,Offence not recorded,2.848597066
2008,Female,15 to 17,Theft and handling,1.424298533
2008,Female,15 to 17,Other offences,9.970089731
2009,,,,15.92018323
2009,,,Violence against the person,4.163518845
2009,,,Sexual offences,1.275917065
2009,,,Robbery,1.79275941
2009,,,Drug offences,2.317995947
2009,,,Offence not recorded,0.671535298
2009,,,Burglary,1.8575146
2009,,,Theft and handling,1.03128635
2009,,,Fraud and forgery,0.561211642
2009,,,Motoring offences,0.085141082
2009,,,Other offences,2.163302994
2009,,Adult,,14.85537732
2009,,Adult,Violence against the person,3.862122236
2009,,Adult,Sexual offences,1.302086925
2009,,Adult,Robbery,1.317259548
2009,,Adult,Drug offences,2.362791211
2009,,Adult,Offence not recorded,0.63587084
2009,,Adult,Burglary,1.630367315
2009,,Adult,Theft and handling,0.977944523
2009,,Adult,Fraud and forgery,0.605525593
2009,,Adult,Motoring offences,0.08689775
2009,,Adult,Other offences,2.074511373
2009,,18 to 20,,22.70861833
2009,,18 to 20,Violence against the person,6.076151391
2009,,18 to 20,Sexual offences,1.128590971
2009,,18 to 20,Robbery,4.423164615
2009,,18 to 20,Drug offences,2.051983584
2009,,18 to 20,Offence not recorded,0.866393069
2009,,18 to 20,Burglary,3.476972184
2009,,18 to 20,Theft and handling,1.402188782
2009,,18 to 20,Fraud and forgery,0.319197446
2009,,18 to 20,Motoring offences,0.079799362
2009,,18 to 20,Other offences,2.884176927
2009,,15 to 17,,24.24528302
2009,,15 to 17,Violence against the person,6.556603774
2009,,15 to 17,Sexual offences,0.990566038
2009,,15 to 17,Robbery,7.169811321
2009,,15 to 17,Drug offences,1.886792453
2009,,15 to 17,Offence not recorded,1.08490566
2009,,15 to 17,Burglary,2.924528302
2009,,15 to 17,Theft and handling,1.320754717
2009,,15 to 17,Fraud and forgery,0.047169811
2009,,15 to 17,Motoring offences,0.047169811
2009,,15 to 17,Other offences,2.216981132
2009,Male,,,15.75919276
2009,Male,,Violence against the person,4.165191442
2009,Male,,Sexual offences,1.317586364
2009,Male,,Robbery,1.794294674
2009,Male,,Drug offences,2.267209549
2009,Male,,Offence not recorded,0.652470791
2009,Male,,Burglary,1.901775327
2009,Male,,Theft and handling,0.949623185
2009,Male,,Fraud and forgery,0.510849224
2009,Male,,Motoring offences,0.089777958
2009,Male,,Other offences,2.110414243
2009,Male,Adult,,14.66421826
2009,Male,Adult,Violence against the person,3.869359916
2009,Male,Adult,Sexual offences,1.34808208
2009,Male,Adult,Robbery,1.301445727
2009,Male,Adult,Drug offences,2.318701178
2009,Male,Adult,Offence not recorded,0.62084645
2009,Male,Adult,Burglary,1.662877463
2009,Male,Adult,Theft and handling,0.88171855
2009,Male,Adult,Fraud and forgery,0.55089192
2009,Male,Adult,Motoring offences,0.09181532
2009,Male,Adult,Other offences,2.018479655
2009,Male,18 to 20,,22.59369423
2009,Male,18 to 20,Violence against the person,5.996430696
2009,Male,18 to 20,Sexual offences,1.142177275
2009,Male,18 to 20,Robbery,4.473527662
2009,Male,18 to 20,Drug offences,1.951219512
2009,Male,18 to 20,Offence not recorded,0.809042237
2009,Male,18 to 20,Burglary,3.581201666
2009,Male,18 to 20,Theft and handling,1.403926234
2009,Male,18 to 20,Fraud and forgery,0.297441999
2009,Male,18 to 20,Motoring offences,0.08328376
2009,Male,18 to 20,Other offences,2.855443189
2009,Male,15 to 17,,24.33349491
2009,Male,15 to 17,Violence against the person,6.543868153
2009,Male,15 to 17,Sexual offences,1.017935046
2009,Male,15 to 17,Robbery,7.270964615
2009,Male,15 to 17,Drug offences,1.841977702
2009,Male,15 to 17,Offence not recorded,1.066408143
2009,Male,15 to 17,Burglary,3.005332041
2009,Male,15 to 17,Theft and handling,1.357246728
2009,Male,15 to 17,Fraud and forgery,0.048473097
2009,Male,15 to 17,Motoring offences,0.048473097
2009,Male,15 to 17,Other offences,2.132816287
2009,Female,,,18.87624797
2009,Female,,Violence against the person,4.132807058
2009,Female,,Sexual offences,0.510796378
2009,Female,,Robbery,1.764569306
2009,Female,,Drug offences,3.250522405
2009,Female,,Offence not recorded,1.021592756
2009,Female,,Burglary,1.044810773
2009,Female,,Theft and handling,2.530763873
2009,Female,,Fraud and forgery,1.4859531
2009,Female,,Other offences,3.134432319
2009,Female,Adult,,18.23332475
2009,Female,Adult,Violence against the person,3.734226114
2009,Female,Adult,Sexual offences,0.489312387
2009,Female,Adult,Robbery,1.59670358
2009,Female,Adult,Drug offences,3.141900592
2009,Female,Adult,Offence not recorded,0.901364924
2009,Female,Adult,Burglary,1.055884625
2009,Female,Adult,Theft and handling,2.678341489
2009,Female,Adult,Fraud and forgery,1.570950296
2009,Female,Adult,Other offences,3.064640742
2009,Female,18 to 20,,25.34059946
2009,Female,18 to 20,Violence against the person,7.901907357
2009,Female,18 to 20,Sexual offences,0.817438692
2009,Female,18 to 20,Robbery,3.269754768
2009,Female,18 to 20,Drug offences,4.359673025
2009,Female,18 to 20,Offence not recorded,2.179836512
2009,Female,18 to 20,Burglary,1.089918256
2009,Female,18 to 20,Theft and handling,1.36239782
2009,Female,18 to 20,Fraud and forgery,0.817438692
2009,Female,18 to 20,Other offences,3.542234332
2009,Female,15 to 17,,21.05263158
2009,Female,15 to 17,Violence against the person,7.01754386
2009,Female,15 to 17,Robbery,3.50877193
2009,Female,15 to 17,Drug offences,3.50877193
2009,Female,15 to 17,Offence not recorded,1.754385965
2009,Female,15 to 17,Other offences,5.263157895
2010,,,,15.29846357
2010,,,Violence against the person,3.992847227
2010,,,Sexual offences,1.449377662
2010,,,Robbery,1.702312887
2010,,,Drug offences,2.11642079
2010,,,Offence not recorded,0.430578104
2010,,,Burglary,1.591727253
2010,,,Theft and handling,1.130561634
2010,,,Fraud and forgery,0.444695419
2010,,,Motoring offences,0.074115903
2010,,,Other offences,2.365826686
2010,,Adult,,14.24004922
2010,,Adult,Violence against the person,3.690081318
2010,,Adult,Sexual offences,1.44045581
2010,,Adult,Robbery,1.235822812
2010,,Adult,Drug offences,2.157340039
2010,,Adult,Offence not recorded,0.432002996
2010,,Adult,Burglary,1.365557458
2010,,Adult,Theft and handling,1.086026107
2010,,Adult,Fraud and forgery,0.48683929
2010,,Adult,Motoring offences,0.070885941
2010,,Adult,Other offences,2.275037449
2010,,18 to 20,,21.98647703
2010,,18 to 20,Violence against the person,5.467474936
2010,,18 to 20,Sexual offences,1.503847051
2010,,18 to 20,Robbery,4.954534857
2010,,18 to 20,Drug offences,1.737001632
2010,,18 to 20,Offence not recorded,0.408020518
2010,,18 to 20,Burglary,3.124271392
2010,,18 to 20,Theft and handling,1.445558405
2010,,18 to 20,Fraud and forgery,0.151550478
2010,,18 to 20,Motoring offences,0.104919562
2010,,18 to 20,Other offences,3.089298205
2010,,15 to 17,,28.44202899
2010,,15 to 17,Violence against the person,10.02415459
2010,,15 to 17,Sexual offences,1.570048309
2010,,15 to 17,Robbery,5.917874396
2010,,15 to 17,Drug offences,2.234299517
2010,,15 to 17,Offence not recorded,0.483091787
2010,,15 to 17,Burglary,3.8647343
2010,,15 to 17,Theft and handling,1.509661836
2010,,15 to 17,Fraud and forgery,0.060386473
2010,,15 to 17,Motoring offences,0.060386473
2010,,15 to 17,Other offences,2.717391304
2010,Male,,,15.13346132
2010,Male,,Violence against the person,3.966061807
2010,Male,,Sexual offences,1.478912491
2010,Male,,Robbery,1.731591008
2010,Male,,Drug offences,2.063541215
2010,Male,,Offence not recorded,0.426085341
2010,Male,,Burglary,1.625069672
2010,Male,,Theft and handling,1.076360934
2010,Male,,Fraud and forgery,0.408744658
2010,Male,,Motoring offences,0.078033071
2010,Male,,Other offences,2.279061126
2010,Male,Adult,,14.03486502
2010,Male,Adult,Violence against the person,3.664212575
2010,Male,Adult,Sexual offences,1.466813348
2010,Male,Adult,Robbery,1.246791346
2010,Male,Adult,Drug offences,2.109954585
2010,Male,Adult,Offence not recorded,0.428760825
2010,Male,Adult,Burglary,1.387831091
2010,Male,Adult,Theft and handling,1.023948549
2010,Male,Adult,Fraud and forgery,0.447095992
2010,Male,Adult,Motoring offences,0.074751065
2010,Male,Adult,Other offences,2.18470565
2010,Male,18 to 20,,21.95003047
2010,Male,18 to 20,Violence against the person,5.36258379
2010,Male,18 to 20,Sexual offences,1.560024375
2010,Male,18 to 20,Robbery,5.07007922
2010,Male,18 to 20,Drug offences,1.620962828
2010,Male,18 to 20,Offence not recorded,0.402193784
2010,Male,18 to 20,Burglary,3.217550274
2010,Male,18 to 20,Theft and handling,1.450335161
2010,Male,18 to 20,Fraud and forgery,0.146252285
2010,Male,18 to 20,Motoring offences,0.109689214
2010,Male,18 to 20,Other offences,3.010359537
2010,Male,15 to 17,,28.62407862
2010,Male,15 to 17,Violence against the person,10.07371007
2010,Male,15 to 17,Sexual offences,1.597051597
2010,Male,15 to 17,Robbery,6.01965602
2010,Male,15 to 17,Drug offences,2.272727273
2010,Male,15 to 17,Offence not recorded,0.42997543
2010,Male,15 to 17,Burglary,3.931203931
2010,Male,15 to 17,Theft and handling,1.474201474
2010,Male,15 to 17,Fraud and forgery,0.061425061
2010,Male,15 to 17,Motoring offences,0.061425061
2010,Male,15 to 17,Other offences,2.702702703
2010,Female,,,18.4204359
2010,Female,,Violence against the person,4.499648465
2010,Female,,Sexual offences,0.890555425
2010,Female,,Robbery,1.148347785
2010,Female,,Drug offences,3.116943989
2010,Female,,Offence not recorded,0.51558472
2010,Female,,Burglary,0.960862433
2010,Female,,Theft and handling,2.156081556
2010,Female,,Fraud and forgery,1.124912116
2010,Female,,Other offences,4.007499414
2010,Female,Adult,,18.00310398
2010,Female,Adult,Violence against the person,4.164511123
2010,Female,Adult,Sexual offences,0.957061562
2010,Female,Adult,Robbery,1.034661148
2010,Female,Adult,Drug offences,3.026383859
2010,Female,Adult,Offence not recorded,0.491464046
2010,Female,Adult,Burglary,0.957061562
2010,Female,Adult,Theft and handling,2.224521469
2010,Female,Adult,Fraud and forgery,1.215726849
2010,Female,Adult,Other offences,3.931712364
2010,Female,18 to 20,,22.78820375
2010,Female,18 to 20,Violence against the person,7.774798928
2010,Female,18 to 20,Sexual offences,0.268096515
2010,Female,18 to 20,Robbery,2.412868633
2010,Female,18 to 20,Drug offences,4.289544236
2010,Female,18 to 20,Offence not recorded,0.536193029
2010,Female,18 to 20,Burglary,1.072386059
2010,Female,18 to 20,Theft and handling,1.340482574
2010,Female,18 to 20,Fraud and forgery,0.268096515
2010,Female,18 to 20,Other offences,4.825737265
2010,Female,15 to 17,,17.85714286
2010,Female,15 to 17,Violence against the person,7.142857143
2010,Female,15 to 17,Offence not recorded,3.571428571
2010,Female,15 to 17,Theft and handling,3.571428571
2010,Female,15 to 17,Other offences,3.571428571
2011,,,,14.59929252
2011,,,Violence against the person,3.847775669
2011,,,Sexual offences,1.270878722
2011,,,Robbery,1.62227376
2011,,,Drug offences,2.124768665
2011,,,Offence not recorded,0.455642233
2011,,,Burglary,1.583620306
2011,,,Theft and handling,1.085810668
2011,,,Fraud and forgery,0.375992691
2011,,,Motoring offences,0.060908473
2011,,,Other offences,2.171621337
2011,,Adult,,13.61215828
2011,,Adult,Violence against the person,3.641947645
2011,,Adult,Sexual offences,1.285160678
2011,,Adult,Robbery,1.162576121
2011,,Adult,Drug offences,2.106345398
2011,,Adult,Offence not recorded,0.438931801
2011,,Adult,Burglary,1.411699576
2011,,Adult,Theft and handling,1.039991564
2011,,Adult,Fraud and forgery,0.40861519
2011,,Adult,Motoring offences,0.057996995
2011,,Adult,Other offences,2.058893312
2011,,18 to 20,,21.53399773
2011,,18 to 20,Violence against the person,4.982969598
2011,,18 to 20,Sexual offences,1.223665952
2011,,18 to 20,Robbery,4.856818469
2011,,18 to 20,Drug offences,2.333795887
2011,,18 to 20,Offence not recorded,0.466759177
2011,,18 to 20,Burglary,2.964551533
2011,,18 to 20,Theft and handling,1.450737984
2011,,18 to 20,Fraud and forgery,0.138766242
2011,,18 to 20,Motoring offences,0.08830579
2011,,18 to 20,Other offences,3.027627097
2011,,15 to 17,,27.19797596
2011,,15 to 17,Violence against the person,8.032890576
2011,,15 to 17,Sexual offences,0.82226439
2011,,15 to 17,Robbery,7.463630614
2011,,15 to 17,Drug offences,1.960784314
2011,,15 to 17,Offence not recorded,1.201771031
2011,,15 to 17,Burglary,2.909550917
2011,,15 to 17,Theft and handling,1.454775459
2011,,15 to 17,Motoring offences,0.063251107
2011,,15 to 17,Other offences,3.289057559
2011,Male,,,14.431758
2011,Male,,Violence against the person,3.808397689
2011,Male,,Sexual offences,1.311754055
2011,Male,,Robbery,1.611055685
2011,Male,,Drug offences,2.10866004
2011,Male,,Offence not recorded,0.449568291
2011,Male,,Burglary,1.590116888
2011,Male,,Theft and handling,1.017379202
2011,Male,,Fraud and forgery,0.337484142
2011,Male,,Motoring offences,0.062816391
2011,Male,,Other offences,2.134525613
2011,Male,Adult,,13.41597146
2011,Male,Adult,Violence against the person,3.60350356
2011,Male,Adult,Sexual offences,1.325634014
2011,Male,Adult,Robbery,1.131300232
2011,Male,Adult,Drug offences,2.090476257
2011,Male,Adult,Offence not recorded,0.433086715
2011,Male,Adult,Burglary,1.406143724
2011,Male,Adult,Theft and handling,0.971668911
2011,Male,Adult,Fraud and forgery,0.369234186
2011,Male,Adult,Motoring offences,0.059688233
2011,Male,Adult,Other offences,2.02523563
2011,Male,18 to 20,,21.46245059
2011,Male,18 to 20,Violence against the person,4.914361001
2011,Male,18 to 20,Sexual offences,1.277997365
2011,Male,18 to 20,Robbery,4.980237154
2011,Male,18 to 20,Drug offences,2.305665349
2011,Male,18 to 20,Offence not recorded,0.447957839
2011,Male,18 to 20,Burglary,3.056653491
2011,Male,18 to 20,Theft and handling,1.357048748
2011,Male,18 to 20,Fraud and forgery,0.105401845
2011,Male,18 to 20,Motoring offences,0.092226614
2011,Male,18 to 20,Other offences,2.924901186
2011,Male,15 to 17,,27.15019255
2011,Male,15 to 17,Violence against the person,7.894736842
2011,Male,15 to 17,Sexual offences,0.834403081
2011,Male,15 to 17,Robbery,7.381258023
2011,Male,15 to 17,Drug offences,1.989730424
2011,Male,15 to 17,Offence not recorded,1.219512195
2011,Male,15 to 17,Burglary,2.952503209
2011,Male,15 to 17,Theft and handling,1.476251605
2011,Male,15 to 17,Motoring offences,0.064184852
2011,Male,15 to 17,Other offences,3.337612323
2011,Female,,,17.84946237
2011,Female,,Violence against the person,4.611708483
2011,Female,,Sexual offences,0.477897252
2011,Female,,Robbery,1.839904421
2011,Female,,Drug offences,2.437275986
2011,Female,,Offence not recorded,0.573476703
2011,Female,,Burglary,1.457586619
2011,Female,,Theft and handling,2.413381123
2011,Female,,Fraud and forgery,1.123058542
2011,Female,,Motoring offences,0.023894863
2011,Female,,Other offences,2.891278375
2011,Female,Adult,,17.30718954
2011,Female,Adult,Violence against the person,4.366013072
2011,Female,Adult,Sexual offences,0.522875817
2011,Female,Adult,Robbery,1.751633987
2011,Female,Adult,Drug offences,2.405228758
2011,Female,Adult,Offence not recorded,0.549019608
2011,Female,Adult,Burglary,1.516339869
2011,Female,Adult,Theft and handling,2.326797386
2011,Female,Adult,Fraud and forgery,1.150326797
2011,Female,Adult,Motoring offences,0.026143791
2011,Female,Adult,Other offences,2.692810458
2011,Female,18 to 20,,23.14540059
2011,Female,18 to 20,Violence against the person,6.528189911
2011,Female,18 to 20,Robbery,2.077151335
2011,Female,18 to 20,Drug offences,2.96735905
2011,Female,18 to 20,Offence not recorded,0.890207715
2011,Female,18 to 20,Burglary,0.890207715
2011,Female,18 to 20,Theft and handling,3.560830861
2011,Female,18 to 20,Fraud and forgery,0.890207715
2011,Female,18 to 20,Other offences,5.341246291
2011,Female,15 to 17,,30.43478261
2011,Female,15 to 17,Violence against the person,17.39130435
2011,Female,15 to 17,Robbery,13.04347826
2012,,,,13.16009669
2012,,,Violence against the person,3.260970621
2012,,,Sexual offences,1.199330606
2012,,,Robbery,1.582837486
2012,,,Drug offences,1.896615842
2012,,,Offence not recorded,0.327724061
2012,,,Burglary,1.531703235
2012,,,Theft and handling,1.11100781
2012,,,Fraud and forgery,0.241725549
2012,,,Motoring offences,0.056944961
2012,,,Other offences,1.951236519
2012,,Adult,,12.33268238
2012,,Adult,Violence against the person,3.109036121
2012,,Adult,Sexual offences,1.183347775
2012,,Adult,Robbery,1.197573814
2012,,Adult,Drug offences,1.898529545
2012,,Adult,Offence not recorded,0.312972854
2012,,Adult,Burglary,1.373459385
2012,,Adult,Theft and handling,1.085058779
2012,,Adult,Fraud and forgery,0.259948528
2012,,Adult,Motoring offences,0.055610879
2012,,Adult,Other offences,1.857144705
2012,,18 to 20,,20.19347037
2012,,18 to 20,Violence against the person,4.688969502
2012,,18 to 20,Sexual offences,1.491334139
2012,,18 to 20,Robbery,4.447131533
2012,,18 to 20,Drug offences,1.854091092
2012,,18 to 20,Offence not recorded,0.403063281
2012,,18 to 20,Burglary,2.902055623
2012,,18 to 20,Theft and handling,1.437592369
2012,,18 to 20,Fraud and forgery,0.094048099
2012,,18 to 20,Motoring offences,0.053741771
2012,,18 to 20,Other offences,2.821442967
2012,,15 to 17,,22.23088924
2012,,15 to 17,Violence against the person,4.134165367
2012,,15 to 17,Sexual offences,0.468018721
2012,,15 to 17,Robbery,8.190327613
2012,,15 to 17,Drug offences,2.028081123
2012,,15 to 17,Offence not recorded,0.780031201
2012,,15 to 17,Burglary,3.120124805
2012,,15 to 17,Theft and handling,0.780031201
2012,,15 to 17,Motoring offences,0.15600624
2012,,15 to 17,Other offences,2.574102964
2012,Male,,,13.04974062
2012,Male,,Violence against the person,3.243210253
2012,Male,,Sexual offences,1.24137931
2012,Male,,Robbery,1.57827281
2012,Male,,Drug offences,1.89807751
2012,Male,,Offence not recorded,0.319804699
